法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行,所管課確認中
法律,昭和八年法律第二十一号,農村負債整理組合法,のうそんふさいせいりくみあいほう,,昭和八年三月二十九日,会社法の一部を改正する法律の施行に伴う関係法律の整備等に関する法律,令和元年法律第七十一号,令和元年十二月十一日,令和三年二月十五日,,308AC0000000021,https://elaws.e-gov.go.jp/document?lawid=308AC0000000021_20210215_501AC0000000071,,
法律,昭和八年法律第二十一号,農村負債整理組合法,のうそんふさいせいりくみあいほう,,昭和八年三月二十九日,会社法の一部を改正する法律の施行に伴う関係法律の整備等に関する法律,令和元年法律第七十一号,令和元年十二月十一日,令和五年六月十日,会社法改正法附則第一条ただし書に規定する規定の施行の日,308AC0000000021,https://elaws.e-gov.go.jp/document?lawid=308AC0000000021_20230610_501AC0000000071,○,
府省令,昭和八年農林省・大蔵省・内務省令第〇号,農村負債整理組合法施行規則,のうそんふさいせいりくみあいほうせこうきそく,,昭和八年七月三十一日,平成２８年１０月１日（基準日）現在のデータ,,,,,308M10010048000,https://elaws.e-gov.go.jp/document?lawid=308M10010048000_20161001_000000000000000,,
勅令,昭和十六年勅令第八百八十九号,都道府県農業共済保険審査会規程,とどうふけんのうぎょうきょうさいほけんしんさかいきてい,,昭和十六年十月一日,農業保険法施行令,平成二十九年政令第二百六十三号,平成二十九年十月二十五日,平成三十年四月一日,,316IO0000000889,https://elaws.e-gov.go.jp/document?lawid=316IO0000000889_20180401_429CO0000000263,○,
府省令,昭和十六年農林省令第八十号,都道府県農業共済保険審査会規程施行規則,とどうふけんのうぎょうきょうさいほけんしんさかいきていせこうきそく,,昭和十六年十月一日,農業災害補償法の一部を改正する法律の施行に伴う農林水産省関係省令の整備に関する省令,平成三十年農林水産省令第十号,平成三十年三月十三日,平成三十年四月一日,,316M10010000080,https://elaws.e-gov.go.jp/document?lawid=316M10010000080_20180401_430M60000200010,○,
府省令,令和二年農林水産省令第六十五号,家畜遺伝資源に係る不正競争の防止に関する法律施行規則,かちくいでんしげんにかかるふせいきょうそうのぼうしにかんするほうりつせこうきそく,,令和二年九月二十八日,,,,令和二年十月一日,,502M60000200065,https://elaws.e-gov.go.jp/document?lawid=502M60000200065_20201001_000000000000000,,
勅令,昭和十五年勅令第九百四十三号,昭和十五年勅令第九百四十三号（農村負債整理組合法第八条ノ規定ニ依リ同法第十一条ノ事業ヲ行フコトヲ得ル法人ヲ定ムルノ件）,のうそんふさいせいりくみあいほうだいはちじょうのきていによりどうほうだいじゅういちじょうのじぎょうをおこなうことをえるほうじんをさだむるのけん,,昭和十五年十二月二十七日,平成２７年８月１日（基準日）現在のデータ,,,,,315IO0000000943,https://elaws.e-gov.go.jp/document?lawid=315IO0000000943_20150801_000000000000000,,
法律,昭和二十三年法律第百六十五号,農業改良助長法,のうぎょうかいりょうじょちょうほう,,昭和二十三年七月十五日,平成２７年８月１日（基準日）現在のデータ,,,,,323AC0000000165,https://elaws.e-gov.go.jp/document?lawid=323AC0000000165_20150801_000000000000000,,
法律,昭和二十三年法律第八十二号,農薬取締法,のうやくとりしまりほう,,昭和二十三年七月一日,肥料取締法の一部を改正する法律,令和元年法律第六十二号,令和元年十二月四日,令和二年十二月一日,,323AC0000000082,https://elaws.e-gov.go.jp/document?lawid=323AC0000000082_20201201_501AC0000000062,,
法律,令和二年法律第二十二号,家畜遺伝資源に係る不正競争の防止に関する法律,かちくいでんしげんにかかるふせいきょうそうのぼうしにかんするほうりつ,,令和二年四月二十四日,,,,令和二年十月一日,,502AC0000000022,https://elaws.e-gov.go.jp/document?lawid=502AC0000000022_20201001_000000000000000,,
府省令,平成三十年農林水産省令第五十四号,都市農地の貸借の円滑化に関する法律施行規則,としのうちのちんしゃくのえんかつかにかんするほうりつせこうきそく,,平成三十年八月二十八日,農地中間管理事業の推進に関する法律等の一部を改正する法律の施行に伴う関係省令の整備に関する省令,令和元年農林水産省令第二十八号,令和元年九月十一日,令和二年四月一日,,430M60000200054,https://elaws.e-gov.go.jp/document?lawid=430M60000200054_20200401_501M60000200028,,
府省令,平成三十年農林水産省令第七十六号,特定試験成績及びその信頼性の確保のための基準に関する省令,とくていしけんせいせきおよびそのしんらいせいのかくほのためのじゅんにかんするしょうれい,,平成三十年十一月三十日,農薬取締法施行規則及び特定試験成績及びその信頼性の確保のための基準に関する省令の一部を改正する省令,令和元年農林水産省令第十一号,令和元年六月二十八日,令和二年四月一日,,430M60000200076,https://elaws.e-gov.go.jp/document?lawid=430M60000200076_20200401_501M60000200011,,
法律,昭和二十四年法律第百八十六号,獣医師法,じゅういしほう,,昭和二十四年六月一日,成年被後見人等の権利の制限に係る措置の適正化等を図るための関係法律の整備に関する法律,令和元年法律第三十七号,令和元年六月十四日,令和元年九月十四日,,324AC0000000186,https://elaws.e-gov.go.jp/document?lawid=324AC0000000186_20190914_501AC0000000037,,
法律,昭和二十四年法律第百九十六号,土地改良法施行法　抄,とちかいりょうほうせこうほう　しょう,,昭和二十四年六月六日,平成２７年８月１日（基準日）現在のデータ,,,,,324AC0000000196,https://elaws.e-gov.go.jp/document?lawid=324AC0000000196_20150801_000000000000000,,
法律,昭和二十四年法律第二百八号,家畜商法,かちくしょうほう,,昭和二十四年六月十日,成年被後見人等の権利の制限に係る措置の適正化等を図るための関係法律の整備に関する法律,令和元年法律第三十七号,令和元年六月十四日,令和元年十二月十四日,,324AC1000000208,https://elaws.e-gov.go.jp/document?lawid=324AC1000000208_20191214_501AC0000000037,,
政令,昭和二十四年政令第三百三十号,獣医事審議会令,じゅういことしんぎかいれい,,昭和二十四年九月十二日,平成２７年８月１日（基準日）現在のデータ,,,,,324CO0000000330,https://elaws.e-gov.go.jp/document?lawid=324CO0000000330_20150801_000000000000000,,
府省令,平成十七年農林水産省令第四号,農業改良助長法施行規則,,,平成十七年一月二十六日,農業改良助長法施行規則の一部を改正する省令,令和三年農林水産省令第三十一号,令和三年四月十六日,令和三年四月十六日,,417M60000200004,https://elaws.e-gov.go.jp/document?lawid=417M60000200004_20210416_503M60000200031,,
府省令,昭和二十四年農林省令第九十三号,獣医師法施行規則,じゅういしほうせこうきそく,,昭和二十四年九月十四日,押印を求める手続等の見直しのための農林水産省関係省令の一部を改正する省令,令和二年農林水産省令第八十三号,令和二年十二月二十一日,令和二年十二月二十一日,,324M50010000093,https://elaws.e-gov.go.jp/document?lawid=324M50010000093_20201221_502M60000200083,,
法律,昭和二十五年法律第十二号,家畜保健衛生所法,かちくほけんえいせいところほう,,昭和二十五年三月十八日,平成２７年８月１日（基準日）現在のデータ,,,,,325AC0000000012,https://elaws.e-gov.go.jp/document?lawid=325AC0000000012_20150801_000000000000000,,
法律,昭和二十五年法律第百五十一号,植物防疫法,しょくぶつぼうえきほう,,昭和二十五年五月四日,独立行政法人に係る改革を推進するための農林水産省関係法律の整備に関する法律,平成二十七年法律第七十号,平成二十七年九月十八日,平成二十八年四月一日,,325AC0000000151,https://elaws.e-gov.go.jp/document?lawid=325AC0000000151_20160401_427AC0000000070,,
