法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行,所管課確認中
府省令,明治二十二年閣令第十二号,歳入歳出予算概定順序,さいにゅうさいしゅつよさんおおむねていじゅんじょ,,明治二十二年三月二十七日,平成２８年１０月１日（基準日）現在のデータ,,,,,122M10000001012,https://elaws.e-gov.go.jp/document?lawid=122M10000001012_20161001_000000000000000,,
法律,明治二十三年法律第一号,保管金規則,ほかんきんきそく,,明治二十三年一月七日,平成２７年８月１日（基準日）現在のデータ,,,,,123AC0000000001,https://elaws.e-gov.go.jp/document?lawid=123AC0000000001_20150801_000000000000000,,
法律,明治三十二年法律第十五号,供託法,きょうたくほう,,明治三十二年二月八日,行政不服審査法の施行に伴う関係法律の整備等に関する法律,平成二十六年法律第六十九号,平成二十六年六月十三日,平成二十八年四月一日,,132AC0000000015,https://elaws.e-gov.go.jp/document?lawid=132AC0000000015_20160401_426AC0000000069,,
府省令,明治二十二年閣令第十九号,予定経費算出概則,よていけいひさんしゅつがいそく,,明治二十二年六月十日,平成２８年１０月１日（基準日）現在のデータ,,,,,122M10000001019,https://elaws.e-gov.go.jp/document?lawid=122M10000001019_20161001_000000000000000,,
府省令,大正五年農商務省令第三十号,大正五年農商務省令第三十号（農商省主管歳入証券納付ニ関スル件）,たいしょうごねんのうしょうむしょうれいだいさんじゅうごう（のうしょうしょうしゅかんさいにゅうしょうけんのうふにかんするけん）,,大正五年十二月二十八日,平成２９年４月１日（基準日）現在のデータ,,,,,205M10000200030,https://elaws.e-gov.go.jp/document?lawid=205M10000200030_20170401_000000000000000,,
府省令,大正十一年大蔵省令第九号,供託有価証券取扱規程,きょうたくゆうかしょうけんとりあつかいきてい,,大正十一年二月一日,平成２８年１０月１日（基準日）現在のデータ,,,,,211M10000040009,https://elaws.e-gov.go.jp/document?lawid=211M10000040009_20161001_000000000000000,,
府省令,令和二年財務省令第七十二号,新型コロナウイルス感染症対策中小企業等持続化給付金の過誤払による返還金及び新型コロナウイルス感染症対策家賃支援給付金の過誤払による返還金の納付手続の特例に関する省令,しんがたころなういるすかんせんしょうたいさくちゅうしょうきぎょうとうじぞくかきゅうふきんのかごばらいによるへんかんきんおよびしんがたころなういるすかんせんしょうたいさくやちんしえんきゅうふきんのかごばらいによるへんかんきんののうふてつづきのとくれいにかんするしょうれい,,令和二年十二月一日,,,,令和二年十二月一日,,502M60000040072,https://elaws.e-gov.go.jp/document?lawid=502M60000040072_20201201_000000000000000,,
勅令,大正五年勅令第二百五十六号,大正五年勅令第二百五十六号（歳入納付ニ使用スル証券ニ関スル件）,さいにゅうのうふにしようするしょうけんにかんするけん,,大正五年十二月二十一日,平成２７年８月１日（基準日）現在のデータ,,,,,205IO0000000256,https://elaws.e-gov.go.jp/document?lawid=205IO0000000256_20150801_000000000000000,,
府省令,大正五年司法省令第三十五号,大正五年司法省令第三十五号（司法省主管歳入証券納付ニ関スル件）,しほうしょうしゅかんさいにゅうしょうけんのうふにかんするけん,,大正五年十二月二十九日,平成２８年１０月１日（基準日）現在のデータ,,,,,205M10000010035,https://elaws.e-gov.go.jp/document?lawid=205M10000010035_20161001_000000000000000,,
府省令,大正十一年大蔵省令第七号,政府所有有価証券取扱規程,せいふしょゆうゆうかしょうけんとりあつかいきてい,,大正十一年二月一日,政府所有有価証券取扱規程等の一部を改正する省令,令和二年財務省令第七十六号,令和二年十二月十一日,令和三年一月一日,,211M10000040007,https://elaws.e-gov.go.jp/document?lawid=211M10000040007_20210101_502M60000040076,,
府省令,大正十一年大蔵省令第八号,政府保管有価証券取扱規程,せいふほかんゆうかしょうけんとりあつかいきてい,,大正十一年二月一日,政府所有有価証券取扱規程等の一部を改正する省令,令和二年財務省令第七十六号,令和二年十二月十一日,令和三年一月一日,,211M10000040008,https://elaws.e-gov.go.jp/document?lawid=211M10000040008_20210101_502M60000040076,,
府省令,大正十一年大蔵省令第十一号,日本銀行政府有価証券取扱規程,にほんぎんこうせいふゆうかしょうけんとりあつかいきてい,,大正十一年二月一日,政府所有有価証券取扱規程等の一部を改正する省令,令和二年財務省令第七十六号,令和二年十二月十一日,令和三年一月一日,,211M10000040011,https://elaws.e-gov.go.jp/document?lawid=211M10000040011_20210101_502M60000040076,,
府省令,大正十一年大蔵省令第二十号,国の会計帳簿及び書類の様式等に関する省令,くにのかいけいちょうぼおよびしょるいのようしきとうにかんするしょうれい,,大正十一年三月二十九日,証券ヲ以テスル歳入納付ニ関スル法律施行細則等の一部を改正する省令,令和二年財務省令第七十三号,令和二年十二月四日,令和三年一月一日,,211M10000040020,https://elaws.e-gov.go.jp/document?lawid=211M10000040020_20210101_502M60000040073,,
府省令,平成十三年財務省令第十号,行政機関の保有する情報の公開に関する法律等に基づく手数料の納付手続の特例に関する省令,ぎょうせいきかんのほゆうするじょうほうのこうかいにかんするほうりつとうにもとづくてすうりょうののうふてつづきのとくれいにかんするしょうれい,,平成十三年二月二十八日,証券ヲ以テスル歳入納付ニ関スル法律施行細則等の一部を改正する省令,令和二年財務省令第七十三号,令和二年十二月四日,令和三年一月一日,,413M60000040010,https://elaws.e-gov.go.jp/document?lawid=413M60000040010_20210101_502M60000040073,,
府省令,昭和十八年大蔵省・厚生省令第一号,厚生年金保険福祉施設資金融通規程,こうせいねんきんほけんふくししせつしきんゆうづうきてい,,昭和十八年十一月十日,平成２８年１０月１日（基準日）現在のデータ,,,,,318M20000140001,https://elaws.e-gov.go.jp/document?lawid=318M20000140001_20161001_000000000000000,,
法律,昭和二十一年法律第五十六号,大蔵省預金部等損失特別処理法,おおくらしょうよきんぶとうそんしつとくべつしょりほう,,昭和二十一年十一月十八日,平成２７年８月１日（基準日）現在のデータ,,,,,321AC0000000056,https://elaws.e-gov.go.jp/document?lawid=321AC0000000056_20150801_000000000000000,,
