法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行,所管課確認中
府省令,大正三年逓信省令第十一号,発電水力調査図表類交付規則,はつでんすいりょくちょうさずひょうるいこうふきそく,,大正三年五月六日,平成２８年１０月１日（基準日）現在のデータ,,,,,203M10001000011,https://elaws.e-gov.go.jp/document?lawid=203M10001000011_20161001_000000000000000,,
府省令,平成三十年内閣府・総務省・文部科学省・厚生労働省・農林水産省・経済産業省・国土交通省・環境省令第二号,産業標準化法に基づく認定産業標準作成機関に関する命令,さんぎょうひょうじゅんかほうにもとづくにんていさんぎょうひょうじゅんさくせいきかんにかんするめいれい,,平成三十年十一月十四日,産業標準化法に基づく認定産業標準作成機関に関する命令及び役務に係る日本産業規格への適合性の認証に関する命令の一部を改正する命令,令和二年内閣府・総務省・文部科学省・厚生労働省・農林水産省・経済産業省・国土交通省・環境省令第一号,令和二年十二月二十八日,令和二年十二月二十八日,,430M60001f8a002,https://elaws.e-gov.go.jp/document?lawid=430M60001f8a002_20201228_502M60001f8a001,,
府省令,平成十七年経済産業省令第百十二号,製錬事業者等における工場等において用いた資材その他の物に含まれる放射性物質の放射能濃度についての確認等に関する規則,せいれんじぎょうしゃとうにおけるこうじょうとうにおいてもちいたしざいそのたのものにふくまれるほうしゃせいぶっしつのほうしゃのうどについてのかくにんとうにかんするきそく,,平成十七年十一月二十二日,工場等において用いた資材その他の物に含まれる放射性物質の放射能濃度が放射線による障害の防止のための措置を必要としないものであることの確認等に関する規則,令和二年原子力規制委員会規則第十六号,令和二年八月十三日,令和二年八月十三日,,417M60000400112,https://elaws.e-gov.go.jp/document?lawid=417M60000400112_20200813_502M60080000016,○,
府省令,平成十七年厚生労働省・農林水産省・経済産業省・国土交通省令第六号,鉱工業品及びその加工技術に係る日本産業規格への適合性の認証に関する省令,こうこうぎょうひんおよびそのかこうぎじゅつにかかるにほんさんぎょうきかくへのてきごうせいのにんしょうにかんするしょうれい,,平成十七年三月三十日,産業標準化法に基づく登録試験事業者等に関する省令等の一部を改正する省令,令和二年厚生労働省・農林水産省・経済産業省・国土交通省令第二号,令和二年十二月二十八日,令和二年十二月二十八日,,417M60000f00006,https://elaws.e-gov.go.jp/document?lawid=417M60000f00006_20201228_502M60000f00002,,
府省令,平成三十年原子力規制委員会規則第十号,指定廃棄物埋設区域における土地の掘削の許可等に関する規則,していはいきぶつまいせつくいきにおけるとちのくっさくのきょかとうにかんするきそく,,平成三十年九月二十八日,不正競争防止法等の一部を改正する法律の施行に伴う原子力規制委員会関係規則の整備に関する規則,令和元年原子力規制委員会規則第三号,令和元年七月一日,令和元年七月一日,,430M60080000010,https://elaws.e-gov.go.jp/document?lawid=430M60080000010_20190701_501M60080000003,,
法律,昭和二十五年法律第百四十九号,火薬類取締法,かやくるいとりしまりほう,,昭和二十五年五月四日,地域の自主性及び自立性を高めるための改革の推進を図るための関係法律の整備に関する法律,令和元年法律第二十六号,令和元年六月七日,令和元年十二月七日,,325AC0000000149,https://elaws.e-gov.go.jp/document?lawid=325AC0000000149_20191207_501AC0000000026,,
政令,昭和二十四年政令第四百八号,産業標準化法に基づく登録申請手数料の額等を定める政令,さんぎょうひょうじゅんかほうにもとづくとうろくしんせいてすうりょうのがくとうをさだめるせいれい,,昭和二十四年十二月二十七日,情報通信技術の活用による行政手続等に係る関係者の利便性の向上並びに行政運営の簡素化及び効率化を図るための行政手続等における情報通信の技術の利用に関する法律等の一部を改正する法律の施行に伴う関係政令の整備等に関する政令,令和元年政令第百八十三号,令和元年十二月十三日,令和元年十二月十六日,,324CO0000000408,https://elaws.e-gov.go.jp/document?lawid=324CO0000000408_20191216_501CO0000000183,,
府省令,昭和二十四年総理府・文部省・厚生省・農林省・通商産業省・運輸省・郵政省・電気通信省・労働省・建設省令第一号,産業標準化法施行規則,さんぎょうひょうじゅんかほうせこうきそく,,昭和二十四年八月一日,工業標準化法施行規則の一部を改正する命令,平成三十年内閣府・総務省・文部科学省・厚生労働省・農林水産省・経済産業省・国土交通省・環境省令第一号,平成三十年十一月十四日,令和元年七月一日,,324M50037d82001,https://elaws.e-gov.go.jp/document?lawid=324M50037d82001_20190701_430M60001f8a001,,
法律,昭和二十六年法律第二百四号,高圧ガス保安法,こうあつがすほあんほう,,昭和二十六年六月七日,成年被後見人等の権利の制限に係る措置の適正化等を図るための関係法律の整備に関する法律,令和元年法律第三十七号,令和元年六月十四日,令和元年九月十四日,,326AC0000000204,https://elaws.e-gov.go.jp/document?lawid=326AC0000000204_20190914_501AC0000000037,,
府省令,平成十六年経済産業省令第十六号,一般ガス事業供給約款料金算定規則,いっぱんがすじぎょうきょうきゅうやっかんりょうきんさんていきそく,,平成十六年二月二十四日,旧一般ガスみなしガス小売事業者指定旧供給区域等小売供給約款料金算定規則,平成二十九年経済産業省令第十九号,平成二十九年三月二十八日,平成二十九年四月一日,,416M60000400016,https://elaws.e-gov.go.jp/document?lawid=416M60000400016_20170401_428M60000400019,○,
