法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行,所管課確認中
府省令,令和二年総務省令第百十号,聴覚障害者等による電話の利用の円滑化に関する法律施行規則,ちょうかくしょうがいしゃとうによるでんわのりようのえんかつかにかんするほうりつせこうきそく,,令和二年十二月一日,,,,令和二年十二月一日,,502M60000008110,https://elaws.e-gov.go.jp/document?lawid=502M60000008110_20201201_000000000000000,,
政令,令和二年政令第二百五十六号,特定高度情報通信技術活用システムの開発供給及び導入の促進に関する法律施行令,とくていこうどじょうほうつうしんぎじゅつかつようしすてむのかいはつきょうきゅうおよびどうにゅうのそくしんにかんするほうりつせこうれい,,令和二年八月二十八日,,,,令和二年八月三十一日,,502CO0000000256,https://elaws.e-gov.go.jp/document?lawid=502CO0000000256_20200831_000000000000000,,○
法律,令和二年法律第五十三号,聴覚障害者等による電話の利用の円滑化に関する法律,,,令和二年六月十二日,,,,令和二年十二月一日,,502AC0000000053,https://elaws.e-gov.go.jp/document?lawid=502AC0000000053_20201201_000000000000000,,
法律,令和二年法律第三十七号,特定高度情報通信技術活用システムの開発供給及び導入の促進に関する法律,とくていこうどじょうほうつうしんぎじゅつかつようしすてむのかいはつきょうきゅうおよびどうにゅうのそくしんにかんするほうりつ,,令和二年六月三日,,,,令和二年八月三十一日,,502AC0000000037,https://elaws.e-gov.go.jp/document?lawid=502AC0000000037_20200831_000000000000000,,○
政令,昭和二十五年政令第百六十三号,放送法施行令,ほうそうほうせこうれい,,昭和二十五年五月二十五日,電気通信事業法等の一部を改正する法律の施行に伴う関係政令の整備に関する政令,平成二十八年政令第四十号,平成二十八年二月三日,平成二十八年五月二十一日,,325CO0000000163,https://elaws.e-gov.go.jp/document?lawid=325CO0000000163_20160521_428CO0000000040,,
政令,昭和二十五年政令第百七十三号,電波法による旅費等の額を定める政令,でんぱほうによるりょひとうのがくをさだめるせいれい,,昭和二十五年五月三十一日,電波法による旅費等の額を定める政令の一部を改正する政令,令和元年政令第六十五号,令和元年七月二十六日,令和元年八月一日,,325CO0000000173,https://elaws.e-gov.go.jp/document?lawid=325CO0000000173_20190801_501CO0000000065,,
府省令,昭和二十五年電波監理委員会規則第十号,放送法施行規則,ほうそうほうせこうきそく,,昭和二十五年六月三十日,放送法施行規則の一部を改正する省令,令和三年総務省令第十六号,令和三年三月八日,令和三年三月八日,,325M50080000010,https://elaws.e-gov.go.jp/document?lawid=325M50080000010_20210308_503M60000008016,,
府省令,昭和二十五年電波監理委員会規則第十二号,無線局（基幹放送局を除く。）の開設の根本的基準,むせんきょく（きかんほうそうきょくをのぞく。）のかいせつのこんぽんてききじゅん,,昭和二十五年九月十一日,無線局（基幹放送局を除く。）の開設の根本的基準等の一部を改正する省令,令和二年総務省令第七十一号,令和二年七月三十一日,令和二年七月三十一日,,325M50080000012,https://elaws.e-gov.go.jp/document?lawid=325M50080000012_20200731_502M60000008071,,
府省令,昭和二十五年電波監理委員会規則第十四号,電波法施行規則　抄,でんぱほうせこうきそく　しょう,,昭和二十五年十一月三十日,電波法施行規則等の一部を改正する省令,平成三十年総務省令第十四号,平成三十年三月二十九日,平成三十一年四月一日,,325M50080000014,https://elaws.e-gov.go.jp/document?lawid=325M50080000014_20190401_430M60000008014,,
府省令,昭和二十五年電波監理委員会規則第二十一号,基幹放送局の開設の根本的基準,きかんほうそうきょくのかいせつのこんぽんてききじゅん,,昭和二十五年十二月五日,平成２８年１０月１日（基準日）現在のデータ,,,,,325M50080000021,https://elaws.e-gov.go.jp/document?lawid=325M50080000021_20161001_000000000000000,,
府省令,平成十六年総務省令第十五号,端末機器の技術基準適合認定等に関する規則,たんまつききのぎじゅつきじゅんてきごうにんていとうにかんするきそく,,平成十六年一月二十六日,電気通信事業法施行規則等の一部を改正する省令,令和二年総務省令第百三号,令和二年十一月十九日,令和二年十二月一日,,416M60000008015,https://elaws.e-gov.go.jp/document?lawid=416M60000008015_20201201_502M60000008103,,
府省令,令和二年総務省令第九号,衛星基幹放送に係る周波数の使用に関する基準,えいせいきかんほうそうにかかるしゅうはすうのしようにかんするきじゅん,,令和二年三月十日,,,,令和二年三月三十一日,,502M60000008009,https://elaws.e-gov.go.jp/document?lawid=502M60000008009_20200331_000000000000000,,
府省令,昭和二十五年電波監理委員会規則第十七号,無線局運用規則,むせんきょくうんようきそく,,昭和二十五年十一月三十日,無線局（基幹放送局を除く。）の開設の根本的基準等の一部を改正する省令,令和二年総務省令第六十一号,令和二年六月二十二日,令和二年六月二十二日,,325M50080000017,https://elaws.e-gov.go.jp/document?lawid=325M50080000017_20200622_502M60000008061,,
府省令,昭和二十五年電波監理委員会規則第十八号,無線設備規則,むせんせつびきそく,,昭和二十五年十一月三十日,電波法施行規則等の一部を改正する省令,平成三十一年総務省令第四号,平成三十一年一月二十四日,平成三十一年一月二十四日,,325M50080000018,https://elaws.e-gov.go.jp/document?lawid=325M50080000018_20190124_431M60000008004,,
法律,昭和二十七年法律第百七号,日本国とアメリカ合衆国との間の相互協力及び安全保障条約第六条に基づく施設及び区域並びに日本国における合衆国軍隊の地位に関する協定等の実施に伴う電気通信事業法等の特例に関する法律,にほんこくとあめりかがっしゅうこくとのあいだのそうごきょうりょくおよびあんぜんほしょうじょうやくだいろくじょうにもとづくしせつおよびくいきならびににほんこくにおけるがっしゅうこくぐんたいのちいにかんするきょうていとうのじっしにともなうでんきつうしんじぎょうほうとうのとくれいにかんするほうりつ,,昭和二十七年四月二十八日,平成２７年８月１日（基準日）現在のデータ,,,,,327AC0000000107,https://elaws.e-gov.go.jp/document?lawid=327AC0000000107_20150801_000000000000000,,
