法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行,所管課確認中
府省令,令和二年厚生労働省令第百二十五号,新型コロナウイルス感染症等の影響に対応するための雇用保険法の臨時特例等に関する法律施行規則,しんがたころなういるすかんせんしょうとうのえいきょうにたいおうするためのこようほけんほうのりんじとくれいとうにかんするほうりつせこうきそく,,令和二年六月十二日,,,,令和二年六月十二日,,502M60000100125,https://elaws.e-gov.go.jp/document?lawid=502M60000100125_20200612_000000000000000,,
法律,昭和二十一年法律第二十五号,労働関係調整法,ろうどうかんけいちょうせいほう,,昭和二十一年九月二十七日,行政不服審査法の施行に伴う関係法律の整備等に関する法律,平成二十六年法律第六十九号,平成二十六年六月十三日,平成二十八年四月一日,,321AC0000000025,https://elaws.e-gov.go.jp/document?lawid=321AC0000000025_20160401_426AC0000000069,,
勅令,昭和二十一年勅令第四百七十八号,労働関係調整法施行令,ろうどうかんけいちょうせいほうせこうれい,,昭和二十一年十月十二日,平成２７年８月１日（基準日）現在のデータ,,,,,321IO0000000478,https://elaws.e-gov.go.jp/document?lawid=321IO0000000478_20150801_000000000000000,,
法律,昭和二十二年法律第百四十一号,職業安定法,しょくぎょうあんていほう,,昭和二十二年十一月三十日,雇用保険法等の一部を改正する法律,平成二十九年法律第十四号,平成二十九年三月三十一日,令和二年三月三十日,,322AC0000000141,https://elaws.e-gov.go.jp/document?lawid=322AC0000000141_20200330_429AC0000000014,,
政令,昭和二十二年政令第百七十四号,労働基準監督機関令,ろうどうきじゅんかんとくきかんれい,,昭和二十二年八月三十一日,平成２７年８月１日（基準日）現在のデータ,,,,,322CO0000000174,https://elaws.e-gov.go.jp/document?lawid=322CO0000000174_20150801_000000000000000,,
府省令,昭和二十二年労働省令第七号,事業附属寄宿舎規程,じぎょうふぞくきしゅくしゃきてい,,昭和二十二年十月三十一日,平成２８年１０月１日（基準日）現在のデータ,,,,,322M40002000007,https://elaws.e-gov.go.jp/document?lawid=322M40002000007_20161001_000000000000000,,
府省令,昭和二十二年労働省令第十二号,職業安定法施行規則,しょくぎょうあんていほうせこうきそく,,昭和二十二年十二月二十九日,押印を求める手続の見直し等のための厚生労働省関係省令の一部を改正する省令,令和二年厚生労働省令第二百八号,令和二年十二月二十五日,令和二年十二月二十五日,,322M40002000012,https://elaws.e-gov.go.jp/document?lawid=322M40002000012_20201225_502M60000100208,,
法律,昭和二十三年法律第二百五十七号,行政執行法人の労働関係に関する法律,ぎょうせいしっこうほうじんのろうどうかんけいにかんするほうりつ,,昭和二十三年十二月二十日,行政不服審査法の施行に伴う関係法律の整備等に関する法律の一部を改正する法律,平成二十六年法律第六十九号,平成二十六年六月十三日,平成二十八年四月一日,,323AC0000000257,https://elaws.e-gov.go.jp/document?lawid=323AC0000000257_20160401_426AC0000000069,,
法律,昭和二十三年法律第百三十号,船員職業安定法,せんいんしょくぎょうあんていほう,,昭和二十三年七月十日,成年被後見人等の権利の制限に係る措置の適正化等を図るための関係法律の整備に関する法律,令和元年法律第三十七号,令和元年六月十四日,令和元年九月十四日,,323AC0000000130,https://elaws.e-gov.go.jp/document?lawid=323AC0000000130_20190914_501AC0000000037,,
府省令,昭和二十三年運輸省令第三十二号,船員職業安定法施行規則,せんいんしょくぎょうあんていほうせこうきそく,,昭和二十三年十一月十日,押印を求める手続の見直し等のための国土交通省関係省令の一部を改正する省令,令和二年国土交通省令第九十八号,令和二年十二月二十三日,令和三年一月一日,,323M40000800032,https://elaws.e-gov.go.jp/document?lawid=323M40000800032_20210101_502M60000800098,,
法律,昭和二十四年法律第八十三号,公共企業体労働関係法の施行に関する法律　抄,こうきょうきぎょうたいろうどうかんけいほうのせこうにかんするほうりつ　しょう,,昭和二十四年五月十九日,平成２７年８月１日（基準日）現在のデータ,,,,,324AC0000000083,https://elaws.e-gov.go.jp/document?lawid=324AC0000000083_20150801_000000000000000,,
法律,昭和二十四年法律第百七十四号,労働組合法,ろうどうくみあいほう,,昭和二十四年六月一日,行政不服審査法の施行に伴う関係法律の整備等に関する法律の一部を改正する法律,平成二十六年法律第六十九号,平成二十六年六月十三日,平成二十八年四月一日,,324AC0000000174,https://elaws.e-gov.go.jp/document?lawid=324AC0000000174_20160401_426AC0000000069,,
政令,昭和二十四年政令第二百三十一号,労働組合法施行令,ろうどうくみあいほうせこうれい,,昭和二十四年六月二十九日,平成２７年８月１日（基準日）現在のデータ,,,,,324CO0000000231,https://elaws.e-gov.go.jp/document?lawid=324CO0000000231_20150801_000000000000000,,
府省令,昭和二十四年中央労働委員会規則第一号,労働委員会規則,ろうどういいんかいきそく,,昭和二十四年八月四日,労働委員会規則の一部を改正する規則,令和三年中央労働委員会規則第一号,令和三年二月一日,令和三年二月一日,,324M50100000001,https://elaws.e-gov.go.jp/document?lawid=324M50100000001_20210201_503M60100000001,,
政令,令和二年政令第百八十七号,新型コロナウイルス感染症等の影響に対応するための雇用保険法の臨時特例等に関する法律施行令,しんがたころなういるすかんせんしょうとうのえいきょうにたいおうするためのこようほけんほうのりんじとくれいとうにかんするほうりつせこうれい,,令和二年六月十二日,,,,令和二年六月十二日,,502CO0000000187,https://elaws.e-gov.go.jp/document?lawid=502CO0000000187_20200612_000000000000000,,○
府省令,平成十七年厚生労働省令第二十一号,石綿障害予防規則,いしわたしょうがいよぼうきそく,,平成十七年二月二十四日,石綿障害予防規則等の一部を改正する省令,令和二年厚生労働省令第百三十四号,令和二年七月一日,令和三年四月一日,,417M60000100021,https://elaws.e-gov.go.jp/document?lawid=417M60000100021_20210401_502M60000100134,,
府省令,平成十七年厚生労働省令第二十一号,石綿障害予防規則,いしわたしょうがいよぼうきそく,,平成十七年二月二十四日,石綿障害予防規則等の一部を改正する省令,令和二年厚生労働省令第百三十四号,令和二年七月一日,令和四年四月一日,,417M60000100021,https://elaws.e-gov.go.jp/document?lawid=417M60000100021_20220401_502M60000100134,○,
法律,昭和二十七年法律第二百八十九号,地方公営企業等の労働関係に関する法律,ちほうこうえいきぎょうとうのろうどうかんけいにかんするほうりつ,,昭和二十七年七月三十一日,行政不服審査法の施行に伴う関係法律の整備等に関する法律,平成二十六年法律第六十九号,平成二十六年六月十三日,平成二十八年四月一日,,327AC0000000289,https://elaws.e-gov.go.jp/document?lawid=327AC0000000289_20160401_426AC0000000069,,
法律,昭和二十八年法律第百七十一号,電気事業及び石炭鉱業における争議行為の方法の規制に関する法律,でんきじぎょうおよびせきたんこうぎょうにおけるそうぎこういのほうほうのきせいにかんするほうりつ,,昭和二十八年八月七日,電気事業法等の一部を改正する法律,平成二十六年法律第七十二号,平成二十六年六月十八日,平成二十八年四月一日,,328AC0000000171,https://elaws.e-gov.go.jp/document?lawid=328AC0000000171_20160401_426AC0000000072,,
