法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行,所管課確認中
法律,明治三十八年法律第五十二号,担保付社債信託法,たんぽつきしゃさいしんたくほう,,明治三十八年三月十三日,会社法の一部を改正する法律の施行に伴う関係法律の整備等に関する法律,令和元年法律第七十一号,令和元年十二月十一日,令和三年三月一日,,138AC0000000052,https://elaws.e-gov.go.jp/document?lawid=138AC0000000052_20210301_501AC0000000071,,
法律,明治三十八年法律第五十三号,鉄道抵当法,てつどうていとうほう,,明治三十八年三月十三日,行政機関等の保有する個人情報の適正かつ効果的な活用による新たな産業の創出並びに活力ある経済社会及び豊かな国民生活の実現に資するための関係法律の整備に関する法律,平成二十八年法律第五十一号,平成二十八年五月二十七日,平成二十九年五月三十日,,138AC0000000053,https://elaws.e-gov.go.jp/document?lawid=138AC0000000053_20170530_428AC0000000051,,
法律,明治三十八年法律第五十五号,鉱業抵当法,こうぎょうていとうほう,,明治三十八年三月十三日,平成２７年８月１日（基準日）現在のデータ,,,,,138AC0000000055,https://elaws.e-gov.go.jp/document?lawid=138AC0000000055_20150801_000000000000000,,
法律,明治三十八年法律第六十三号,外国裁判所ノ嘱託ニ因ル共助法,がいこくさいばんしょのしょくたくによるきょうじょほう,,明治三十八年三月十三日,平成２７年８月１日（基準日）現在のデータ,,,,,138AC0000000063,https://elaws.e-gov.go.jp/document?lawid=138AC0000000063_20150801_000000000000000,,
府省令,明治四十二年閣令第六号,軌道抵当取扱規則,きどうていとうとりあつかいきそく,,明治四十二年七月二十一日,平成２８年１０月１日（基準日）現在のデータ,,,,,142M10000001006,https://elaws.e-gov.go.jp/document?lawid=142M10000001006_20161001_000000000000000,,
法律,明治二十九年法律第八十九号,民法,みんぽう,,明治二十九年四月二十七日,民法等の一部を改正する法律,令和元年法律第三十四号,令和元年六月十四日,令和二年四月一日,,129AC0000000089,https://elaws.e-gov.go.jp/document?lawid=129AC0000000089_20200401_501AC0000000034,,
法律,明治二十九年法律第八十九号,民法,みんぽう,,明治二十九年四月二十七日,民法の一部を改正する法律,平成三十年法律第五十九号,平成三十年六月二十日,令和四年四月一日,,129AC0000000089,https://elaws.e-gov.go.jp/document?lawid=129AC0000000089_20220401_430AC0000000059,○,
法律,明治三十一年法律第十一号,民法施行法　抄,みんぽうせこうほうしょう,,明治三十一年六月二十一日,民法の一部を改正する法律の施行に伴う関係法律の整備等に関する法律,平成二十九年法律第四十五号,平成二十九年六月二日,令和二年四月一日,,131AC0000000011,https://elaws.e-gov.go.jp/document?lawid=131AC0000000011_20200401_429AC0000000045,,
法律,明治三十八年法律第五十四号,工場抵当法,こうじょうていとうほう,,明治三十八年三月十三日,民法の一部を改正する法律の施行に伴う関係法律の整備等に関する法律,平成二十九年法律第四十五号,平成二十九年六月二日,令和二年四月一日,,138AC0000000054,https://elaws.e-gov.go.jp/document?lawid=138AC0000000054_20200401_429AC0000000045,,
府省令,明治三十八年逓信省令第三十七号,鉄道抵当法施行規則,てつどうていとうほうせこうきそく,,明治三十八年五月二十二日,平成２８年１０月１日（基準日）現在のデータ,,,,,138M10001000037,https://elaws.e-gov.go.jp/document?lawid=138M10001000037_20161001_000000000000000,,
