法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行,所管課確認中
府省令,平成十三年内閣府・厚生労働省令第六号,確定拠出年金運営管理機関に関する命令,かくていきょしゅつねんきんうんえいかんりきかんにかんするめいれい,,平成十三年七月二十三日,確定拠出年金運営管理機関に関する命令の一部を改正する命令,令和元年内閣府・厚生労働省令第五号,令和元年七月一日,令和元年七月一日,,413M60000102006,https://elaws.e-gov.go.jp/document?lawid=413M60000102006_20190701_501M60000102005,,
法律,大正十一年法律第七十号,健康保険法,けんこうほけんほう,,大正十一年四月二十二日,所得税法等の一部を改正する法律,令和二年法律第八号,令和二年三月三十一日,令和三年一月一日,,211AC0000000070,https://elaws.e-gov.go.jp/document?lawid=211AC0000000070_20210101_502AC0000000008,,○
法律,大正十一年法律第七十号,健康保険法,けんこうほけんほう,,大正十一年四月二十二日,年金制度の機能強化のための国民年金法等の一部を改正する法律,令和二年法律第四十号,令和二年六月五日,令和四年十月一日,,211AC0000000070,https://elaws.e-gov.go.jp/document?lawid=211AC0000000070_20221001_502AC0000000040,○,○
府省令,大正十五年内務省令第三十六号,健康保険法施行規則,けんこうほけんほうせこうきそく,,大正十五年七月一日,予防接種法及び検疫法の一部を改正する法律の施行に伴う厚生労働省関係省令の整理に関する省令,令和二年厚生労働省令第百九十九号,令和二年十二月九日,令和二年十二月九日,,215M10000008036,https://elaws.e-gov.go.jp/document?lawid=215M10000008036_20201209_502M60000100199,,
府省令,令和二年厚生労働省令第九十五号,新型コロナウイルス感染症等の影響に対応するための健康保険法施行規則等の臨時特例に関する省令,しんがたころなういるすかんせんしょうとうのえいきょうにたいおうするためのけんこうほけんほうせこうきそくとうのりんじとくれいにかんするしょうれい,,令和二年四月三十日,,,,令和二年四月三十日,,502M60000100095,https://elaws.e-gov.go.jp/document?lawid=502M60000100095_20200430_000000000000000,,
府省令,昭和十五年厚生省令第五号,船員保険法施行規則,せんいんほけんほうせこうきそく,,昭和十五年二月二十七日,健康保険法施行規則等の一部を改正する省令,令和二年厚生労働省令第百六十二号,令和二年九月三十日,令和二年十月一日,,315M10000100005,https://elaws.e-gov.go.jp/document?lawid=315M10000100005_20201001_502M60000100162,,
政令,平成三十年政令第三百六十四号,年金生活者支援給付金の支給に関する法律施行令,ねんきんせいかつしゃしえんきゅうふきんのしきゅうにかんするほうりつせこうれい,,平成三十年十二月二十八日,年金制度の機能強化のための国民年金法等の一部を改正する法律の一部の施行に伴う関係政令の整備等に関する政令,令和二年政令第三百六十九号,令和二年十二月二十三日,令和三年一月一日,,430CO0000000364,https://elaws.e-gov.go.jp/document?lawid=430CO0000000364_20210101_502CO0000000369,,○
政令,平成三十年政令第三百六十四号,年金生活者支援給付金の支給に関する法律施行令,ねんきんせいかつしゃしえんきゅうふきんのしきゅうにかんするほうりつせこうれい,,平成三十年十二月二十八日,年金制度の機能強化のための国民年金法等の一部を改正する法律の一部の施行に伴う関係政令の整備等に関する政令,令和二年政令第三百六十九号,令和二年十二月二十三日,令和三年八月一日,,430CO0000000364,https://elaws.e-gov.go.jp/document?lawid=430CO0000000364_20210801_502CO0000000369,○,○
府省令,昭和二十三年厚生省令第三十四号,社会保険診療報酬支払基金法施行規則,しゃかいほけんしんりょうほうしゅうしはらいききんほうせこうきそく,,昭和二十三年七月三十一日,元号の表記の整理のための厚生労働省関係省令の一部を改正する省令,令和元年厚生労働省令第一号,令和元年五月七日,令和元年五月七日,,323M40000100034,https://elaws.e-gov.go.jp/document?lawid=323M40000100034_20190507_501M60000100001,,
府省令,平成三十年厚生労働省令第百五十一号,年金生活者支援給付金の支給に関する法律施行規則,ねんきんせいかつしゃしえんきゅうふきんのしきゅうにかんするほうりつせこうきそく,,平成三十年十二月二十八日,年金生活者支援給付金の支給に関する法律施行規則の一部を改正する省令,令和二年厚生労働省令第百十九号,令和二年六月十日,令和二年八月一日,,430M60000100151,https://elaws.e-gov.go.jp/document?lawid=430M60000100151_20200801_502M60000100119,,
府省令,昭和二十三年厚生省令第五十六号,社会保険診療報酬請求書審査委員会及び社会保険診療報酬請求書特別審査委員会規程,しゃかいほけんしんりょうほうしゅうせいきゅうしょしんさいいんかいおよびしゃかいほけんしんりょうほうしゅうせいきゅうしょとくべつしんさいいんかいきてい,,昭和二十三年十二月十三日,介護保険法施行規則等の一部を改正する等の省令,平成三十年厚生労働省令第三十号,平成三十年三月二十二日,平成三十年四月一日,,323M40000100056,https://elaws.e-gov.go.jp/document?lawid=323M40000100056_20180401_430M60000100030,,
政令,令和二年政令第二百四十六号,厚生年金保険法の標準報酬月額の等級区分の改定等に関する政令,こうせいねんきんほけんほうのひょうじゅんほうしゅうげつがくのとうきゅうくぶんのかいていとうにかんするせいれい,,令和二年八月十四日,,,,令和二年九月一日,,502CO0000000246,https://elaws.e-gov.go.jp/document?lawid=502CO0000000246_20200901_000000000000000,,
法律,昭和二十八年法律第二百六号,社会保険審査官及び社会保険審査会法,しゃかいほけんしんさかんおよびしゃかいほけんしんさかいほう,,昭和二十八年八月十四日,行政不服審査法の施行に伴う関係法律の整備等に関する法律,平成二十六年法律第六十九号,平成二十六年六月十三日,平成二十八年四月一日,,328AC0000000206,https://elaws.e-gov.go.jp/document?lawid=328AC0000000206_20160401_426AC0000000069,,
政令,昭和二十八年政令第百九十号,社会保険審査官及び社会保険審査会法施行令,しゃかいほけんしんさかんおよびしゃかいほけんしんさかいほうせこうれい,,昭和二十八年八月十四日,押印を求める手続の見直し等のための厚生労働省関係政令の一部を改正する政令,令和二年政令第三百六十七号,令和二年十二月二十三日,令和三年一月一日,,328CO0000000190,https://elaws.e-gov.go.jp/document?lawid=328CO0000000190_20210101_502CO0000000367,,
府省令,昭和二十八年厚生省令第四十三号,社会保険審査官及び社会保険審査会法施行規則,しゃかいほけんしんさかんおよびしゃかいほけんしんさかいほうせこうきそく,,昭和二十八年九月十八日,厚生労働省の所管する法令に係る行政手続等における情報通信の技術の利用に関する法律施行規則の一部を改正する省令,令和元年厚生労働省令第八十号,令和元年十二月十三日,令和元年十二月十六日,,328M50000100043,https://elaws.e-gov.go.jp/document?lawid=328M50000100043_20191216_501M60000100080,,
府省令,平成二十一年厚生労働省令第百六十六号,日本年金機構の財務及び会計に関する省令,にっぽんねんきんきこうのざいむおよびかいけいにかんするしょうれい,,平成二十一年十二月二十八日,年金生活者支援給付金の支給に関する法律施行規則,平成三十年厚生労働省令第百五十一号,平成三十年十二月二十八日,令和元年十月一日,,421M60000100166,https://elaws.e-gov.go.jp/document?lawid=421M60000100166_20191001_430M60000100151,,
政令,昭和三十二年政令第八十七号,保険医療機関及び保険薬局の指定並びに保険医及び保険薬剤師の登録に関する政令,ほけんいりょうきかんおよびほけんやっきょくのしていならびにほけんいおよびほけんやくざいしのとうろくにかんするせいれい,,昭和三十二年四月三十日,平成２７年８月１日（基準日）現在のデータ,,,,,332CO0000000087,https://elaws.e-gov.go.jp/document?lawid=332CO0000000087_20150801_000000000000000,,
